source_id,jurisdiction,agency_name,site_url,css_selector
pennsylvania-1,Pennsylvania,Pennsylvania Source 1,https://www.pa.gov/agencies/dep/programs-and-services/business/air-quality-permits.html,body
pennsylvania-2,Pennsylvania,Pennsylvania Source 2,https://www.pa.gov/services/dep/water/clean-water/apply-for-national-pollutant-discharge-elimination-system-npdes-permits.html,body
pennsylvania-3,Pennsylvania,Pennsylvania Source 3,https://www.puc.pa.gov/pipeline-safety/jurisdiction-regulations/,body
pennsylvania-4,Pennsylvania,Pennsylvania Source 4,https://www.puc.pa.gov/pipeline-safety/act-127-pipeline-act/,body
pennsylvania-5,Pennsylvania,Pennsylvania Source 5,https://www.pa.gov/agencies/dcnr/conservation/forests-and-tree/natural-gas-drilling-impact.html,body
pennsylvania-6,Pennsylvania,Pennsylvania Source 6,https://www.alleghenycounty.us/Services/Health-Department/Air-Quality/Air-Quality-Permitting,body
pennsylvania-7,Pennsylvania,Pennsylvania Source 7,https://www.phila.gov/documents/air-management-services-permits-and-licenses/,body
rhode-island-0,Rhode Island,Rhode Island Source 0,https://ripuc.ri.gov/utility-information/natural-gas/ridpuc-pipeline-safety,body
rhode-island-1,Rhode Island,Rhode Island Source 1,https://dem.ri.gov/environmental-protection-bureau/air-resources/air-permits,body
rhode-island-2,Rhode Island,Rhode Island Source 2,https://dem.ri.gov/environmental-protection-bureau/air-resources/air-permits/operating-permits,body
rhode-island-3,Rhode Island,Rhode Island Source 3,https://dem.ri.gov/environmental-protection-bureau/water-resources/permitting/ripdes,body
rhode-island-4,Rhode Island,Rhode Island Source 4,https://www.epa.gov/npdes-permits/rhode-island-npdes-permits,body
rhode-island-5,Rhode Island,Rhode Island Source 5,https://www.crmc.ri.gov/applicationforms.html,body
rhode-island-6,Rhode Island,Rhode Island Source 6,https://www.crmc.ri.gov/aboutcrmc.html,body
south-carolina-0,South Carolina,South Carolina Source 0,https://des.sc.gov/regulations/oil-and-gas-exploration-drilling-and-production,body
south-carolina-1,South Carolina,South Carolina Source 1,https://des.sc.gov/sites/des/files/Library/Regulations/R.121-8.0_121-8.28.pdf,body
south-carolina-2,South Carolina,South Carolina Source 2,https://www.scstatehouse.gov/code/t48c043.php,body
south-carolina-3,South Carolina,South Carolina Source 3,https://des.sc.gov/programs/bureau-air-quality/air-quality-permits,body
south-carolina-4,South Carolina,South Carolina Source 4,https://des.sc.gov/programs/bureau-air-quality/air-quality-permits/operating-permits-air,body
south-carolina-5,South Carolina,South Carolina Source 5,https://des.sc.gov/permits-regulations/permit-central/all-forms-applications,body
south-carolina-6,South Carolina,South Carolina Source 6,https://des.sc.gov/programs/bureau-water/national-pollutant-discharge-elimination-system-npdes,body
south-carolina-7,South Carolina,South Carolina Source 7,https://des.sc.gov/programs/bureau-water/national-pollutant-discharge-elimination-system-npdes/npdes-overview,body
south-carolina-8,South Carolina,South Carolina Source 8,https://des.sc.gov/programs/bureau-water/national-pollutant-discharge-elimination-system-npdes/npdes-general-permits,body
south-carolina-9,South Carolina,South Carolina Source 9,https://des.sc.gov/programs/bureau-water/national-pollutant-discharge-elimination-system-npdes/npdes-permit-stormwater,body
south-carolina-10,South Carolina,South Carolina Source 10,https://ors.sc.gov/safety/pipeline-safety,body
south-carolina-11,South Carolina,South Carolina Source 11,https://www.epa.gov/npdes-permits/south-carolina-npdes-permits,body
south-dakota-0,South Dakota,South Dakota Source 0,https://puc.sd.gov/pipelinesafety/,body
south-dakota-1,South Dakota,South Dakota Source 1,https://danr.sd.gov/Environment/AirQuality/PermitForms/default.aspx,body
south-dakota-2,South Dakota,South Dakota Source 2,https://www.epa.gov/caa-permitting/caa-permitting-south-dakota,body
south-dakota-3,South Dakota,South Dakota Source 3,https://danr.sd.gov/OfficeOfWater/SurfaceWaterQuality/swdpermitting/swdpermitting.aspx,body
south-dakota-4,South Dakota,South Dakota Source 4,https://www.epa.gov/npdes-permits/south-dakota-npdes-permits,body
south-dakota-5,South Dakota,South Dakota Source 5,https://danr.sd.gov/public/,body
tennessee-0,Tennessee,Tennessee Source 0,https://www.tn.gov/environment/mineral-geologic.html,body
tennessee-1,Tennessee,Tennessee Source 1,https://www.tn.gov/environment/permit-permits/mineral-geologic.html,body
tennessee-2,Tennessee,Tennessee Source 2,https://www.tn.gov/environment/about-tdec/fin-financial-responsibility/financial-assurance/fin-financial-instruments-home/fin-oil-gas.html,body
tennessee-3,Tennessee,Tennessee Source 3,https://www.tn.gov/environment/permit-permits/air-permits.html,body
tennessee-4,Tennessee,Tennessee Source 4,https://www.tn.gov/environment/permit-permits/air-permits/operating/title5-operating.html,body
tennessee-5,Tennessee,Tennessee Source 5,https://www.tn.gov/environment/permit-permits/water-permits1/npdes-permits1/national-pollutant-discharge-elimination-system--npdes--permit.html,body
tennessee-6,Tennessee,Tennessee Source 6,https://www.tn.gov/environment/permit-permits/water-permits1/npdes-permits.html,body
tennessee-7,Tennessee,Tennessee Source 7,https://www.epa.gov/npdes-permits/tennessee-npdes-permits,body
tennessee-8,Tennessee,Tennessee Source 8,https://www.tn.gov/tpuc/divisions/gas-pipeline-safety-division.html,body
tennessee-9,Tennessee,Tennessee Source 9,https://primis.phmsa.dot.gov/comm/FactSheets/States/TN_State_PL_Safety_Regulatory_Fact_Sheet.htm,body
tennessee-10,Tennessee,Tennessee Source 10,https://www.tn.gov/environment/about-tdec/boards-and-commissions/board-tennessee-board-of-water-quality--oil-and-gas.html,body
texas-0,Texas,Texas Source 0,https://www.rrc.texas.gov/oil-and-gas/,body
texas-1,Texas,Texas Source 1,https://www.rrc.texas.gov/pipeline-safety/,body
texas-2,Texas,Texas Source 2,https://www.tceq.texas.gov/permitting/air,body
texas-3,Texas,Texas Source 3,https://www.tceq.texas.gov/permitting/wastewater/pretreatment/tpdes_definition.html,body
texas-4,Texas,Texas Source 4,https://www.glo.texas.gov/energy/mineral-leasing/leasing,body
texas-5,Texas,Texas Source 5,https://www.glo.texas.gov/coastal/oil-spill-prevention-and-response,body
texas-6,Texas,Texas Source 6,https://www.puc.texas.gov/,body
texas-7,Texas,Texas Source 7,https://www.tdi.texas.gov/fire/fmfsinotices.html,body
texas-8,Texas,Texas Source 8,https://www.tdi.texas.gov/rules/2023/documents/20237848.pdf,body
texas-9,Texas,Texas Source 9,https://www.tceq.texas.gov/downloads/rules/adoptions/22015338_ado.pdf,body
texas-10,Texas,Texas Source 10,https://services.austintexas.gov/edims/document.cfm?id=432220,body
utah-0,Utah,Utah Source 0,https://ogm.utah.gov/,body
utah-1,Utah,Utah Source 1,https://deq.utah.gov/air-quality/air-quality-permitting,body
utah-2,Utah,Utah Source 2,https://deq.utah.gov/water-quality/current-permits-and-forms-updes-permitting-program,body
utah-3,Utah,Utah Source 3,https://deq.utah.gov/water-quality/storm-water-permits-updes-permits,body
utah-4,Utah,Utah Source 4,https://dpu.utah.gov/pipeline-safety/,body
utah-5,Utah,Utah Source 5,https://trustlands.utah.gov/work-with-us/energy-minerals/,body
vermont-0,Vermont,Vermont Source 0,https://publicservice.vermont.gov/naturalgas_propane,body
vermont-1,Vermont,Vermont Source 1,https://www.epa.gov/caa-permitting/caa-permitting-vermont,body
vermont-2,Vermont,Vermont Source 2,https://anrweb.vt.gov/DEC/AirFacilities/PublicSearch.aspx,body
vermont-3,Vermont,Vermont Source 3,https://anronline.vermont.gov/Home/db48e104-7c4c-4d80-9d47-e8d05da3f707,body
vermont-4,Vermont,Vermont Source 4,https://www.epa.gov/caa-permitting/title-v-program-evaluations-vermont,body
vermont-5,Vermont,Vermont Source 5,https://www.epa.gov/npdes-permits/vermont-npdes-permits,body
vermont-6,Vermont,Vermont Source 6,https://anrweb.vt.gov/Pubdocs/DEC/ENB/ENB_V2/16329-VT%20NPDES%20PGP_Factsheet_2022.pdf,body
vermont-7,Vermont,Vermont Source 7,https://enb.vermont.gov/,body
virginia-0,Virginia,Virginia Source 0,https://energy.virginia.gov/gas-oil/gasoil.shtml,body
virginia-1,Virginia,Virginia Source 1,https://energy.virginia.gov/gas-oil/PermitRequirements.shtml,body
virginia-2,Virginia,Virginia Source 2,https://www.energy.virginia.gov/dgoinquiry/frmmain.aspx,body
virginia-3,Virginia,Virginia Source 3,https://energy.virginia.gov/gas-oil/OwnerRights.shtml,body
virginia-4,Virginia,Virginia Source 4,https://www.deq.virginia.gov/permits/air,body
virginia-5,Virginia,Virginia Source 5,https://www.deq.virginia.gov/permits/air/forms,body
virginia-6,Virginia,Virginia Source 6,https://www.deq.virginia.gov/permits/air/issued-title-v-permits,body
virginia-7,Virginia,Virginia Source 7,https://www.deq.virginia.gov/permits/water/surface-waters-vpdes,body
virginia-8,Virginia,Virginia Source 8,https://www.deq.virginia.gov/permits/water/ms4,body
virginia-9,Virginia,Virginia Source 9,https://www.epa.gov/npdes-permits/virginia-npdes-permits,body
virginia-10,Virginia,Virginia Source 10,https://www.scc.virginia.gov/regulated-industries/utility-railroad-safety/pipeline-safety/,body
washington-0,Washington,Washington Source 0,https://www.utc.wa.gov/public-safety/pipeline-safety,body
washington-1,Washington,Washington Source 1,https://ecology.wa.gov/regulations-permits/permits-certifications/air-quality-permits,body
washington-2,Washington,Washington Source 2,https://ecology.wa.gov/about-us/accountability-transparency/partnerships-committees/clean-air-agencies,body
washington-3,Washington,Washington Source 3,https://pscleanair.gov/101/Permits-Registration,body
washington-4,Washington,Washington Source 4,https://spokanecleanair.org/for-business/notice-of-construction/,body
washington-5,Washington,Washington Source 5,https://www.yakimacleanair.org/services/forms.html,body
washington-6,Washington,Washington Source 6,https://www.orcaa.org/,body
washington-7,Washington,Washington Source 7,https://nwcleanairwa.gov/permits-and-services/,body
washington-8,Washington,Washington Source 8,https://www.swcleanair.gov/permits/,body
washington-9,Washington,Washington Source 9,https://bentoncleanair.org/for-business/notice-of-construction/,body
washington-10,Washington,Washington Source 10,https://ecology.wa.gov/water-shorelines/water-quality/water-quality-permits,body
washington-11,Washington,Washington Source 11,https://www.epa.gov/npdes-permits/washington-npdes-permits,body
washington-12,Washington,Washington Source 12,https://ecology.wa.gov/water-shorelines/shoreline-coastal-management/coastal-zone-management/federal-consistency,body
west-virginia-0,West Virginia,West Virginia Source 0,https://dep.wv.gov/oil-and-gas,body
west-virginia-1,West Virginia,West Virginia Source 1,https://dep.wv.gov/daq/permitting/,body
west-virginia-2,West Virginia,West Virginia Source 2,https://dep.wv.gov/WWE/permit/npdes/Pages/default.aspx,body
west-virginia-3,West Virginia,West Virginia Source 3,https://www.psc.state.wv.us/div/gaspipelinesafety.htm,body
west-virginia-4,West Virginia,West Virginia Source 4,https://ogcc.wv.gov/,body
west-virginia-5,West Virginia,West Virginia Source 5,https://wvdnr.gov/lands-waters/office-of-lands-and-streams/,body
wisconsin-0,Wisconsin,Wisconsin Source 0,https://psc.wi.gov/Pages/ServiceType/Energy/PipelineSafetyProgram.aspx,body
wisconsin-1,Wisconsin,Wisconsin Source 1,https://dnr.wisconsin.gov/topic/AirPermits,body
wisconsin-2,Wisconsin,Wisconsin Source 2,https://dnr.wisconsin.gov/topic/AirPermits/Options.html,body
wisconsin-3,Wisconsin,Wisconsin Source 3,https://www.epa.gov/caa-permitting/clean-air-act-permitting-wisconsin,body
wisconsin-4,Wisconsin,Wisconsin Source 4,https://dnr.wisconsin.gov/topic/AirPermits/PublicInvolvement,body
wisconsin-5,Wisconsin,Wisconsin Source 5,https://dnr.wisconsin.gov/topic/Wastewater/Permits.html,body
wisconsin-6,Wisconsin,Wisconsin Source 6,https://dnr.wisconsin.gov/topic/Wastewater/PermitLists.html,body
wisconsin-7,Wisconsin,Wisconsin Source 7,https://www.epa.gov/npdes-permits/wisconsin-npdes-permits,body
wisconsin-8,Wisconsin,Wisconsin Source 8,https://doa.wi.gov/Pages/LocalGovtsGrants/CoastalFederalConsistency.aspx,body
wyoming-0,Wyoming,Wyoming Source 0,https://wogcc.wyo.gov,body
wyoming-1,Wyoming,Wyoming Source 1,https://deq.wyoming.gov/aqd/,body
wyoming-2,Wyoming,Wyoming Source 2,https://deq.wyoming.gov/water-quality/wypdes/discharge-permitting/,body
wyoming-3,Wyoming,Wyoming Source 3,https://psc.wyo.gov/pipeline,body
wyoming-4,Wyoming,Wyoming Source 4,https://lands.wyo.gov/trust-land-management/mineral-leasing/oil-gas-leases,body
